,0
word_freq_make,52
word_freq_address,56
word_freq_all,55
word_freq_3d,44
word_freq_our,47
word_freq_over,48
word_freq_remove,53
word_freq_internet,23
word_freq_order,29
word_freq_mail,39
word_freq_receive,36
word_freq_will,54
word_freq_people,8
word_freq_report,33
word_freq_addresses,27
word_freq_free,42
word_freq_business,34
word_freq_email,26
word_freq_you,49
word_freq_credit,45
word_freq_your,37
word_freq_font,24
word_freq_000,22
word_freq_money,51
word_freq_hp,9
word_freq_hpl,35
word_freq_george,43
word_freq_650,11
word_freq_lab,15
word_freq_labs,40
word_freq_telnet,5
word_freq_857,50
word_freq_data,28
word_freq_415,0
word_freq_85,32
word_freq_technology,30
word_freq_1999,17
word_freq_parts,25
word_freq_pm,31
word_freq_direct,46
word_freq_cs,6
word_freq_meeting,3
word_freq_original,13
word_freq_project,18
word_freq_re,21
word_freq_edu,7
word_freq_table,19
word_freq_conference,16
char_freq_;,2
char_freq_(,10
char_freq_[,14
char_freq_!,38
char_freq_$,4
char_freq_#,12
capital_run_length_average,41
capital_run_length_longest,20
capital_run_length_total,1
