,0
word_freq_make,52
word_freq_address,56
word_freq_all,48
word_freq_3d,53
word_freq_our,36
word_freq_over,43
word_freq_remove,49
word_freq_internet,27
word_freq_order,31
word_freq_mail,45
word_freq_receive,44
word_freq_will,46
word_freq_people,32
word_freq_report,26
word_freq_addresses,47
word_freq_free,18
word_freq_business,24
word_freq_email,34
word_freq_you,51
word_freq_credit,30
word_freq_your,15
word_freq_font,35
word_freq_000,28
word_freq_money,37
word_freq_hp,41
word_freq_hpl,5
word_freq_george,50
word_freq_650,16
word_freq_lab,55
word_freq_labs,33
word_freq_telnet,54
word_freq_857,42
word_freq_data,10
word_freq_415,0
word_freq_85,2
word_freq_technology,25
word_freq_1999,20
word_freq_parts,21
word_freq_pm,40
word_freq_direct,38
word_freq_cs,23
word_freq_meeting,7
word_freq_original,39
word_freq_project,4
word_freq_re,22
word_freq_edu,13
word_freq_table,29
word_freq_conference,8
char_freq_;,14
char_freq_(,3
char_freq_[,9
char_freq_!,17
char_freq_$,11
char_freq_#,19
capital_run_length_average,12
capital_run_length_longest,6
capital_run_length_total,1
