,0
word_freq_make,52
word_freq_address,56
word_freq_all,48
word_freq_3d,55
word_freq_our,38
word_freq_over,53
word_freq_remove,43
word_freq_internet,42
word_freq_order,44
word_freq_mail,47
word_freq_receive,23
word_freq_will,30
word_freq_people,22
word_freq_report,34
word_freq_addresses,54
word_freq_free,32
word_freq_business,41
word_freq_email,45
word_freq_you,5
word_freq_credit,6
word_freq_your,25
word_freq_font,35
word_freq_000,27
word_freq_money,2
word_freq_hp,36
word_freq_hpl,1
word_freq_george,29
word_freq_650,28
word_freq_lab,50
word_freq_labs,4
word_freq_telnet,9
word_freq_857,40
word_freq_data,26
word_freq_415,39
word_freq_85,0
word_freq_technology,19
word_freq_1999,16
word_freq_parts,8
word_freq_pm,31
word_freq_direct,37
word_freq_cs,12
word_freq_meeting,33
word_freq_original,13
word_freq_project,17
word_freq_re,20
word_freq_edu,7
word_freq_table,14
word_freq_conference,11
char_freq_;,10
char_freq_(,24
char_freq_[,46
char_freq_!,3
char_freq_$,15
char_freq_#,51
capital_run_length_average,49
capital_run_length_longest,18
capital_run_length_total,21
