,0
word_freq_make,52
word_freq_address,56
word_freq_all,49
word_freq_3d,55
word_freq_our,53
word_freq_over,45
word_freq_remove,40
word_freq_internet,43
word_freq_order,38
word_freq_mail,48
word_freq_receive,26
word_freq_will,32
word_freq_people,46
word_freq_report,36
word_freq_addresses,34
word_freq_free,25
word_freq_business,30
word_freq_email,33
word_freq_you,19
word_freq_credit,27
word_freq_your,8
word_freq_font,29
word_freq_000,44
word_freq_money,13
word_freq_hp,28
word_freq_hpl,9
word_freq_george,31
word_freq_650,24
word_freq_lab,54
word_freq_labs,42
word_freq_telnet,6
word_freq_857,41
word_freq_data,35
word_freq_415,14
word_freq_85,47
word_freq_technology,39
word_freq_1999,20
word_freq_parts,7
word_freq_pm,2
word_freq_direct,10
word_freq_cs,22
word_freq_meeting,4
word_freq_original,18
word_freq_project,3
word_freq_re,51
word_freq_edu,37
word_freq_table,50
word_freq_conference,21
char_freq_;,23
char_freq_(,17
char_freq_[,15
char_freq_!,16
char_freq_$,1
char_freq_#,12
capital_run_length_average,0
capital_run_length_longest,11
capital_run_length_total,5
