,0
word_freq_make,52
word_freq_address,47
word_freq_all,56
word_freq_3d,41
word_freq_our,53
word_freq_over,42
word_freq_remove,25
word_freq_internet,43
word_freq_order,38
word_freq_mail,30
word_freq_receive,34
word_freq_will,23
word_freq_people,29
word_freq_report,31
word_freq_addresses,35
word_freq_free,50
word_freq_business,46
word_freq_email,27
word_freq_you,0
word_freq_credit,44
word_freq_your,1
word_freq_font,19
word_freq_000,54
word_freq_money,48
word_freq_hp,37
word_freq_hpl,12
word_freq_george,13
word_freq_650,20
word_freq_lab,51
word_freq_labs,32
word_freq_telnet,18
word_freq_857,8
word_freq_data,4
word_freq_415,5
word_freq_85,9
word_freq_technology,11
word_freq_1999,16
word_freq_parts,21
word_freq_pm,26
word_freq_direct,15
word_freq_cs,40
word_freq_meeting,3
word_freq_original,7
word_freq_project,28
word_freq_re,2
word_freq_edu,55
word_freq_table,33
word_freq_conference,45
char_freq_;,14
char_freq_(,39
char_freq_[,22
char_freq_!,36
char_freq_$,10
char_freq_#,24
capital_run_length_average,6
capital_run_length_longest,49
capital_run_length_total,17
