,0
word_freq_make,52
word_freq_address,56
word_freq_all,44
word_freq_3d,49
word_freq_our,55
word_freq_over,53
word_freq_remove,47
word_freq_internet,26
word_freq_order,33
word_freq_mail,36
word_freq_receive,50
word_freq_will,39
word_freq_people,25
word_freq_report,8
word_freq_addresses,45
word_freq_free,30
word_freq_business,29
word_freq_email,54
word_freq_you,41
word_freq_credit,37
word_freq_your,24
word_freq_font,35
word_freq_000,32
word_freq_money,48
word_freq_hp,43
word_freq_hpl,19
word_freq_george,27
word_freq_650,0
word_freq_lab,7
word_freq_labs,20
word_freq_telnet,4
word_freq_857,42
word_freq_data,38
word_freq_415,28
word_freq_85,31
word_freq_technology,22
word_freq_1999,23
word_freq_parts,2
word_freq_pm,1
word_freq_direct,18
word_freq_cs,13
word_freq_meeting,11
word_freq_original,51
word_freq_project,5
word_freq_re,14
word_freq_edu,16
word_freq_table,12
word_freq_conference,40
char_freq_;,46
char_freq_(,3
char_freq_[,17
char_freq_!,15
char_freq_$,34
char_freq_#,21
capital_run_length_average,9
capital_run_length_longest,6
capital_run_length_total,10
