,0
word_freq_make,52
word_freq_address,48
word_freq_all,56
word_freq_3d,43
word_freq_our,53
word_freq_over,39
word_freq_remove,25
word_freq_internet,32
word_freq_order,37
word_freq_mail,42
word_freq_receive,27
word_freq_will,31
word_freq_people,35
word_freq_report,51
word_freq_addresses,0
word_freq_free,22
word_freq_business,26
word_freq_email,36
word_freq_you,44
word_freq_credit,45
word_freq_your,55
word_freq_font,20
word_freq_000,50
word_freq_money,13
word_freq_hp,12
word_freq_hpl,47
word_freq_george,4
word_freq_650,33
word_freq_lab,41
word_freq_labs,15
word_freq_telnet,38
word_freq_857,17
word_freq_data,54
word_freq_415,1
word_freq_85,8
word_freq_technology,29
word_freq_1999,6
word_freq_parts,11
word_freq_pm,23
word_freq_direct,46
word_freq_cs,28
word_freq_meeting,30
word_freq_original,9
word_freq_project,5
word_freq_re,19
word_freq_edu,24
word_freq_table,2
word_freq_conference,34
char_freq_;,14
char_freq_(,21
char_freq_[,40
char_freq_!,16
char_freq_$,49
char_freq_#,10
capital_run_length_average,3
capital_run_length_longest,18
capital_run_length_total,7
