,0
word_freq_make,52
word_freq_address,48
word_freq_all,56
word_freq_3d,53
word_freq_our,45
word_freq_over,44
word_freq_remove,22
word_freq_internet,29
word_freq_order,26
word_freq_mail,37
word_freq_receive,47
word_freq_will,34
word_freq_people,35
word_freq_report,31
word_freq_addresses,40
word_freq_free,30
word_freq_business,9
word_freq_email,41
word_freq_you,20
word_freq_credit,18
word_freq_your,55
word_freq_font,3
word_freq_000,39
word_freq_money,4
word_freq_hp,46
word_freq_hpl,54
word_freq_george,19
word_freq_650,51
word_freq_lab,6
word_freq_labs,21
word_freq_telnet,25
word_freq_857,50
word_freq_data,13
word_freq_415,32
word_freq_85,14
word_freq_technology,33
word_freq_1999,7
word_freq_parts,2
word_freq_pm,15
word_freq_direct,11
word_freq_cs,28
word_freq_meeting,1
word_freq_original,23
word_freq_project,8
word_freq_re,42
word_freq_edu,49
word_freq_table,27
word_freq_conference,10
char_freq_;,0
char_freq_(,17
char_freq_[,43
char_freq_!,5
char_freq_$,12
char_freq_#,38
capital_run_length_average,36
capital_run_length_longest,16
capital_run_length_total,24
