,0
word_freq_make,52
word_freq_address,56
word_freq_all,50
word_freq_3d,53
word_freq_our,49
word_freq_over,39
word_freq_remove,44
word_freq_internet,45
word_freq_order,31
word_freq_mail,27
word_freq_receive,35
word_freq_will,21
word_freq_people,37
word_freq_report,34
word_freq_addresses,43
word_freq_free,24
word_freq_business,33
word_freq_email,14
word_freq_you,38
word_freq_credit,28
word_freq_your,36
word_freq_font,8
word_freq_000,22
word_freq_money,5
word_freq_hp,32
word_freq_hpl,17
word_freq_george,40
word_freq_650,26
word_freq_lab,42
word_freq_labs,54
word_freq_telnet,6
word_freq_857,41
word_freq_data,30
word_freq_415,48
word_freq_85,4
word_freq_technology,9
word_freq_1999,11
word_freq_parts,10
word_freq_pm,47
word_freq_direct,7
word_freq_cs,3
word_freq_meeting,46
word_freq_original,13
word_freq_project,0
word_freq_re,23
word_freq_edu,25
word_freq_table,19
word_freq_conference,20
char_freq_;,18
char_freq_(,55
char_freq_[,29
char_freq_!,15
char_freq_$,1
char_freq_#,12
capital_run_length_average,2
capital_run_length_longest,16
capital_run_length_total,51
