-1.313797920169416803e-03,-1.026768632267830925e-02,-1.386445025003543371e-02,9.207596460738083632e-02,9.918050210852434878e-01,7.116664422516817690e-02,4.963314112613152751e-02,-2.265717522127417682e-03,-2.817131886367429169e-03,1.916763948651671037e-03,7.475448330991015834e-04
-7.884597159608697269e-05,-1.587803361882649325e-03,-9.501277382659719479e-04,-1.570454606490747154e-02,-7.488519573632116538e-03,-7.620805805716235337e-02,3.493644545318326244e-01,2.001697878280451204e-01,9.116054931465280564e-01,-2.715336478845723975e-02,9.190827141969559093e-04
-3.323365127607493582e-04,-1.640049216222379822e-04,-1.045295030485708480e-03,3.572975797109589641e-03,4.439113168410682014e-02,-3.097429721165775168e-02,-8.423567766986014282e-01,-3.578577828941332251e-01,3.984870442240477373e-01,-2.523370090941945421e-02,4.775899078677498335e-04
-4.910428016393752343e-02,3.309458795720638617e-04,-9.955398730802700324e-01,-8.005029173301857204e-02,-6.911204165992433993e-03,5.379487473355048371e-03,-5.614425640552715615e-04,8.679275613271315588e-05,-1.810235899748829577e-03,7.198011897447075241e-04,3.880698182758656866e-04
-9.085936350355643012e-05,-2.821811414199909530e-05,5.297873187220292392e-05,7.068186400661063094e-03,-9.997604841167036845e-04,-1.119138691906151374e-02,-1.377758328531405486e-02,7.996970838411696135e-04,3.404059830325508601e-02,9.992241059033627470e-01,5.073928709195426462e-03
-2.744867014124576232e-01,9.614402082720067133e-01,1.343676614801627214e-02,4.434759428010412625e-03,9.292656594541742060e-03,4.631305587664847614e-04,8.998098019128209814e-04,4.008928775023254919e-04,1.421913770202292695e-03,-5.172551006954179668e-05,-6.805322291243627381e-06
-9.602560814777066911e-01,-2.747491457491555433e-01,4.809448741833730750e-02,-1.004184956373708852e-02,-2.465977897964280029e-03,-7.194953874167073389e-04,5.908106569364236522e-05,-3.874797195092100598e-04,-7.027977844637178480e-04,-1.206725765657699396e-05,3.231114481925180824e-06
-3.611467363920080418e-05,-2.344342396185084107e-05,-4.578829524154599795e-04,1.095057267503232864e-03,3.902743827731593304e-04,3.668400342507172410e-03,-2.568163394502605864e-04,3.391491359886009290e-04,1.510958446026589540e-03,5.056224047550766931e-03,-9.999784750133070554e-01
-5.458156233111725393e-07,9.380519131255637359e-05,6.541673816547848887e-03,-1.510935768474615422e-02,-7.284783982838298477e-02,9.400464523530243088e-01,1.291922063372378804e-01,-2.921633187966951595e-01,9.265185024784797219e-02,9.403480497623488074e-03,3.455840949966408008e-03
-4.017997598344207988e-04,-2.549297243073509519e-04,2.202308559431385374e-03,-1.321338220372067409e-03,-1.767084368877824482e-03,3.228863183734540510e-01,-3.860111835374274158e-01,8.640036988619542724e-01,-1.488297460731832257e-02,-1.890947579481844264e-03,1.541496436860562971e-03
1.233145044637018115e-02,6.121663893823484255e-03,7.851535018553966461e-02,-9.921959815199467014e-01,9.404715947837037626e-02,-7.546590197567487265e-03,-5.460205628129814748e-03,-1.363951416211206307e-03,-1.424281872742885410e-02,7.441764033657515161e-03,-1.097007843712661038e-03
