-1.139044989645118539e-03,-8.960713529766734312e-03,-1.563615739791753695e-02,1.231765288090646282e-01,-9.880073971289389245e-01,7.934115126306429122e-02,-2.566660881572987041e-03,-7.941940092988241003e-04,-4.434253683746810365e-02,-8.620165103128119705e-03,2.003618346374119198e-04
-1.405037306804880586e-04,-1.537637041718463221e-03,-1.060509210294373989e-03,-1.593039811501254649e-02,5.812122587075944577e-03,-9.225788932049933111e-02,2.485447409170310484e-02,-9.589888096990577216e-04,-3.613313827595497352e-01,1.333154214239950786e-01,9.177392769500214431e-01
-3.781133193878730993e-04,1.328493263162242196e-04,-2.131201871487515501e-03,2.591708253762740714e-03,-4.294398499119642804e-02,-7.147343792411595120e-02,2.557185846696624978e-02,-3.950862466753210706e-04,8.862794873917272387e-01,-2.528316968567740353e-01,3.781093353618635855e-01
-4.570188104570549470e-02,-7.126254111934063849e-03,-9.958142534889689035e-01,-7.835064487011031420e-02,6.549807992281342535e-03,5.195205979438485659e-03,-7.136226832516905962e-04,-3.812517487354857067e-04,-4.860284270011836546e-04,-1.887861531104185204e-05,-2.218609405264717910e-03
-9.526547165763794411e-05,-6.020752733206457906e-05,3.804497322964761868e-05,6.887215547922520206e-03,1.568391604154901163e-03,-1.461700202636926661e-02,-9.992385240698818949e-01,-5.692277599752351008e-03,1.541123830225466125e-02,3.619053134504382138e-03,3.123782470703799843e-02
-2.753484932638919913e-01,9.612832398292799896e-01,5.304451341855102343e-03,5.112345598659358975e-03,-7.766879528771399900e-03,4.743387185301286093e-04,1.071530823734828878e-05,7.079487421251183963e-06,-1.027611221360633705e-03,4.398821776113772124e-04,1.291409364135716678e-03
-9.601835500633362219e-01,-2.752242413008334498e-01,4.683828298481859664e-02,-1.008806734578484611e-02,1.552700957772315407e-03,-6.754563408795999976e-04,2.798538719955776316e-05,-3.366170428267035544e-06,6.201190322655204827e-06,-3.772586022596387516e-04,-7.503691468537099360e-04
-3.423076161214664279e-05,-2.738501181188118461e-05,-4.504822469138827193e-04,1.110231820351190992e-03,-3.529524735992873013e-04,3.847584741525222115e-03,-5.686768617814123676e-03,9.999740861976520456e-01,3.289510059001501756e-04,4.923036974953730154e-04,1.664653038252910050e-03
-3.312039506134315794e-05,1.421061128033184416e-04,6.664656976027504183e-03,-1.840431277574023153e-02,7.837439813479793460e-02,9.425321978757508212e-01,-1.205284146612856967e-02,-3.673046183129694258e-03,-5.420261352321856241e-02,-2.975250563451289909e-01,1.161443381776356421e-01
-3.638308507096194391e-04,-3.500351535166022678e-04,1.636677208794760354e-03,-2.449723783882770331e-03,3.399300414896973613e-03,3.023310184645605636e-01,3.467705927947229653e-03,-1.693740219031100334e-03,2.807058226715739568e-01,9.108752188465513155e-01,8.434947785085796651e-03
1.185291788483277577e-02,7.248645998841189188e-03,7.638425050532432481e-02,-9.888917702432636903e-01,-1.253040117714459556e-01,-7.608575893984322568e-03,-7.346698188747489457e-03,1.101350786592829355e-03,3.074503600930161232e-03,-5.698082400555741500e-04,-1.554118701637097547e-02
