,0
Node,0.721052601042117
Utilised Bandwith Rate,0.7626773193614065
Packet Drop Rate,0.7968149986697717
Full_Bandwidth,0.7260050190610343
Average_Delay_Time_Per_Sec,0.6064829900725528
Percentage_Of_Lost_Pcaket_Rate,0.6177313789892509
Percentage_Of_Lost_Byte_Rate,0.6690150797219816
Packet Received  Rate,0.591653445412621
of Used_Bandwidth,0.6421467919900592
Lost_Bandwidth,0.5482826640114156
Packet Size_Byte,0.6922341501466174
Packet_Transmitted,0.6830765132940806
Packet_Received,0.5694963226811642
Packet_lost,0.6661786037174533
Transmitted_Byte,0.5447025976628295
Received_Byte,0.5220651523632864
10-Run-AVG-Drop-Rate,0.5605570611188184
10-Run-AVG-Bandwith-Use,0.5568908332499436
10-Run-Delay,0.5663393541249144
Node Status,0.5663393541249144
Flood Status,0.025716732144701382
